"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu",0.535581067099911,0.00136836458511135,0.539595065675645,0.00209589727155426,0.552447552447552,0.958041958041958,292
"CFA_Pyrenew-Pyrenew_HE_Flu",0.545296132795107,0.00122738013223095,0.531868878759801,0.00183652488183145,0.592233009708738,0.961165048543689,190
"CMU-TimeSeries",0.466714962975549,0.00118236110084635,0.483494878137146,0.0018637687585627,0.42,0.933333333333333,400
"CU-ensemble",0.569408600673295,0.0014112568115942,0.456769379899274,0.00183733333333333,0.853333333333333,1,600
"DMAPRIME-HYB",2.312825026085,0.00327402943356522,2.35626134614856,0.00412092866666667,0,0,12
"FluSight-baseline",1,0.00243814602421413,1,0.00373866666666667,0.266666666666667,1,600
"FluSight-ensemble",0.455314968140065,0.00114708132774583,0.429487914632816,0.00172315037683409,0.72,0.993333333333333,606
"LosAlamos-DoSiDo",0.670084870605574,0.00172431261027049,0.643038578295239,0.00254077303194062,0.553333333333333,0.92,600
"LosAlamos-ThinMint",0.650552125624356,0.00162703358522738,0.519358927499813,0.00212071487477293,0.8,1,600
"MOBS-EpyStrain_Flu",1.05394839567845,0.00272095652173913,1.17517985152748,0.004576,0.313333333333333,0.92,600
"MetroCast-ensemble",0.613279683095583,0.00131199081383651,0.434372184637304,0.00134318775875055,0.871794871794872,1,156
"NAU-vulPES",0.52356215749881,0.00131538754587995,0.529160030687478,0.00205194019691745,0.58,0.986666666666667,600
"NEU_ISI-FluBcast",0.4491742291356,0.0011030201139717,0.439088769328341,0.00174644471706656,0.596638655462185,0.966386554621849,508
"UGA_flucast-Copycat",0.5944883451325,0.00151818870603531,0.593816682077779,0.00239446787046383,0.466666666666667,0.96,600
"UGA_flucast-INFLAenza",0.531204532251558,0.00132191804498651,0.546113417797162,0.00206443732729212,0.533333333333333,0.966666666666667,600
