"model_id","location","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu","US",0.165073414292115,0.000165411915643619,0.268564407104861,0.000193938429165502,0.9,1,10
"CFA_Pyrenew-Pyrenew_HE_Flu","US",0.16801292674075,0.000168228512320047,0.283430207394343,0.000204192335365143,0.9,1,10
"CMU-TimeSeries","US",0.177726300659668,0.000211021071601375,0.280493884237367,0.000260358345267775,0.7,1,20
"CU-ensemble","US",0.376758652193309,0.000423497826086956,0.452052243230795,0.00035,1,1,20
"FluSight-baseline","US",1,0.00118471778646482,1,0.00086,1,1,20
"FluSight-ensemble","US",0.269618516442761,0.00030483873726441,0.22952877126366,0.000180870176772102,1,1,20
"LosAlamos-DoSiDo","US",0.274344225052199,0.000325160695835313,0.398065092668437,0.00033698653023359,0.875,1,16
"LosAlamos-ThinMint","US",0.495465339505143,0.000573358217375802,0.531659149174018,0.000425437092959534,1,1,16
"MOBS-EpyStrain_Flu","US",0.915723134373893,0.000958466819221968,2.09367262837502,0.00154736842105263,0.315789473684211,0.947368421052632,19
"NAU-vulPES","US",0.297161482174816,0.000338679971388574,0.164487793240929,0.000135105708770316,1,1,20
"NEU_ISI-FluBcast","US",0.388191315660863,0.000422738237132801,0.998855206758886,0.000778196148601115,0.55,1,20
"UGA_flucast-Copycat","US",0.488718972910705,0.000557528152244143,0.435517056362149,0.000338450716405593,1,1,20
"UGA_flucast-INFLAenza","US",0.150159726695536,0.000168817122780938,0.285272337602955,0.000229775807955255,0.9,1,20
