"model_id","location","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu","06",0.513633742426653,0.511857694254617,0.0018643186753853,0.00181551881736098,0.474645851878392,0.4737922765135,0.00274313004002608,0.00267535543704455,0.5,0.944444444444444,54
"CFA_Pyrenew-Pyrenew_HE_Flu","06",0.519362279081784,0.51710181947664,0.00184770409841545,0.00179770426909298,0.496137788244936,0.494745705548763,0.00277084260784878,0.00269945366060923,0.555555555555556,0.944444444444444,54
"CMU-TimeSeries","06",0.652553548307083,0.650418152735826,0.00314374077841861,0.00306100459865485,0.635023635510624,0.633505444418388,0.00493828536205324,0.00481387289119343,0.567307692307692,1,104
"CU-ensemble","06",0.572187305967314,0.570688900936928,0.00154605366847826,0.00152441915360622,0.497655204000587,0.496027276987358,0.0022046875,0.00217153410177195,0.875,1,64
"FluSight-baseline","06",1,1,0.00459765854830722,0.00449690634387037,1,1,0.00707962962962963,0.00692579406245393,0.333333333333333,0.916666666666667,108
"FluSight-ensemble","06",0.643223874156463,0.641839053001569,0.00284100569740671,0.0027714123905128,0.602316955850617,0.601059446885257,0.00442265692804463,0.00431439685870397,0.694444444444444,0.981481481481482,108
"FluSight-trained_mean","06",0.849082806166857,0.84704869509805,0.00108964760740722,0.00108164673153131,0.542069479435681,0.541600666569363,0.000946031123504631,0.00094126309290331,1,1,4
"FluSight-trained_med","06",0.849082806166857,0.84704869509805,0.00108964760740722,0.00108164673153131,0.542069479435681,0.541600666569363,0.000946031123504631,0.00094126309290331,1,1,4
"LosAlamos-DoSiDo","06",0.793466036344723,0.792881651578101,0.00358362109500728,0.00350324017435225,0.720680493183423,0.720334947568431,0.00514436398803121,0.00503375374956426,0.62962962962963,0.953703703703704,108
"LosAlamos-ThinMint","06",0.788974880037187,0.788451337672561,0.00339781786592211,0.00332098376533728,0.745761961904673,0.745582843639191,0.00489243486597295,0.00478515594090867,0.62962962962963,0.916666666666667,108
"MOBS-EpyStrain_Flu","06",1.1445106250177,1.14547325305657,0.00419654845612844,0.00410747058428809,1.01867830897297,1.02043312943596,0.00603862185269557,0.00591578662323983,0.293333333333333,0.693333333333333,75
"NAU-vulPES","06",0.648246561921707,0.646538262401397,0.00290857745140392,0.00283496475084572,0.670953984840626,0.669181624766531,0.00463664421307027,0.004519425644519,0.648148148148148,0.972222222222222,108
"NEU_ISI-FluBcast","06",0.953366754871657,0.949580999275235,0.0044247687185024,0.00429328370786498,0.853761969962471,0.850647850546064,0.00648744464633186,0.00629730157285188,0.144736842105263,0.526315789473684,76
"UGA_flucast-Copycat","06",0.765081542452527,0.76237913757085,0.00376648800676193,0.00366520933554742,0.736384696518409,0.734249811659902,0.00598435661599232,0.00582717824669604,0.490384615384615,0.913461538461538,104
"UGA_flucast-INFLAenza","06",0.702813705584372,0.70091451142744,0.00287307349985206,0.00280428688223564,0.71474040404246,0.712973018810285,0.00445042634042449,0.00434517145058147,0.68,0.99,100
"UGuelph-CompositeCurve","06",3.01819025357304,3.0456449218817,0.029825,0.0293371459850473,1.80016845016912,1.81709462316619,0.029825,0.0293371459850473,0,0,12
