"model_id","reference_date","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu",2026-04-18,0.270314891868859,0.000668894620016799,0.270110655893259,0.00101122726645619,0.708333333333333,0.96875,98
"CFA_Pyrenew-Pyrenew_E_Flu",2026-04-25,0.318479721936845,0.000558149640209339,0.385945888132167,0.000876328965436649,0.552083333333333,0.989583333333333,98
"CFA_Pyrenew-Pyrenew_E_Flu",2026-05-02,0.46364485529288,0.000500093822826717,0.747028769622347,0.000724249921252405,0.53125,0.9375,98
"CFA_Pyrenew-Pyrenew_E_Flu",2026-05-09,0.458604662822476,0.000325913970833776,0.935945016032127,0.000522707479015543,0.541666666666667,0.958333333333333,98
"CFA_Pyrenew-Pyrenew_HE_Flu",2026-04-18,0.297806994862332,0.000571025702420806,0.294101597557036,0.0008768277725904,0.685185185185185,0.962962962962963,56
"CFA_Pyrenew-Pyrenew_HE_Flu",2026-04-25,0.351892669810403,0.000503298555585284,0.473551272879318,0.00082819838082634,0.45,0.983333333333333,62
"CFA_Pyrenew-Pyrenew_HE_Flu",2026-05-02,0.48649480255614,0.00051369315952774,0.800116988609972,0.000765720729564479,0.409090909090909,0.924242424242424,68
"CFA_Pyrenew-Pyrenew_HE_Flu",2026-05-09,0.408910047570829,0.000310361822915647,0.797104148455887,0.000501400753310468,0.484848484848485,0.909090909090909,68
"CMU-TimeSeries",2026-04-25,0.33874100677964,0.000630047302785826,0.410117117145993,0.000960520489116814,0.4,0.906666666666667,200
"CMU-TimeSeries",2026-05-02,0.373726384788495,0.000452395903218145,0.607224147774021,0.000689590386770504,0.51,0.97,200
"CMU-TimeSeries",2026-05-09,0.448471367540904,0.000350318345601653,0.868156119927887,0.00053954453513099,0.58,0.96,200
"CU-ensemble",2026-04-18,0.47062944907042,0.00124905304347826,0.38006265247533,0.0015975,0.81,0.98,200
"CU-ensemble",2026-04-25,0.545159681059367,0.000965884057971015,0.476810758788143,0.001148,0.86,0.993333333333333,200
"CU-ensemble",2026-05-02,0.647043061936433,0.000739455652173913,0.779222650287614,0.00085,0.93,1,200
"CU-ensemble",2026-05-09,0.813673116967286,0.000596333043478261,1.05031901209946,0.000604,0.96,1,200
"DMAPRIME-HYB",2026-04-18,0.606709181919379,0.00103283186641304,0.585372613641433,0.001438770525,0,0.25,4
"DMAPRIME-HYB",2026-04-25,0.519969297842088,0.000515801397217391,0.78993868719446,0.000750383166666667,0.333333333333333,0.333333333333333,4
"DMAPRIME-HYB",2026-05-02,0.435275657263618,0.000330501351543478,0.749175413044907,0.0004799917,0.5,0.5,4
"DMAPRIME-HYB",2026-05-09,0.146821260460864,8.41923774347826e-05,0.15199797145966,7.32401000000001e-05,1,1,4
"FluSight-baseline",2026-04-18,1,0.00260960657173682,1,0.003927,0.595,1,200
"FluSight-baseline",2026-04-25,1,0.00174628060639285,1,0.00224266666666667,0.746666666666667,1,200
"FluSight-baseline",2026-05-02,1,0.00111156926415832,1,0.001122,0.86,1,200
"FluSight-baseline",2026-05-09,1,0.000714771034782609,1,0.000632,0.82,1,200
"FluSight-ensemble",2026-04-18,0.370552565952562,0.000982083983271799,0.33880114676888,0.00132375121587569,0.75,1,202
"FluSight-ensemble",2026-04-25,0.371737541081993,0.000675321715010921,0.382271750649004,0.000905405722288933,0.766666666666667,1,202
"FluSight-ensemble",2026-05-02,0.435634959257821,0.000505147299272937,0.624504455176479,0.000670441562695233,0.82,1,202
"FluSight-ensemble",2026-05-09,0.50975069205235,0.000378431296775493,0.886481472542094,0.000518063600679885,0.9,1,202
"LosAlamos-DoSiDo",2026-04-18,0.540893524398406,0.00142035167446279,0.546934278520466,0.00210428109054047,0.635,0.96,200
"LosAlamos-DoSiDo",2026-04-25,0.468515209716008,0.000843065074003953,0.502265407716652,0.00117316835607661,0.8,1,200
"LosAlamos-DoSiDo",2026-05-02,0.503998385387183,0.000583261173403862,0.696195468627494,0.000742203966089449,0.79,1,200
"LosAlamos-DoSiDo",2026-05-09,0.565373565378165,0.000412329121074203,0.99270181664612,0.000566580385635278,0.9,1,200
"LosAlamos-ThinMint",2026-04-18,0.499014076520492,0.00128921008629412,0.41429239263089,0.00162254928479974,0.815,0.995,200
"LosAlamos-ThinMint",2026-04-25,0.533886222279572,0.000923840016413053,0.519682517493317,0.0011212648471785,0.893333333333333,1,200
"LosAlamos-ThinMint",2026-05-02,0.755769013102687,0.00085501687716201,1.14495613302901,0.0011652470240517,0.83,0.98,200
"LosAlamos-ThinMint",2026-05-09,0.830200390650207,0.000601332356347301,1.38072500955291,0.000787392085288111,0.9,1,200
"MOBS-EpyStrain_Flu",2026-04-18,0.661958116757577,0.00178366304347826,0.753089099585273,0.002926,0.37,0.86,200
