"model_id","location","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu","US",0.154737763780716,0.155269826352621,0.000148902607052371,0.000148595528362784,0.289175623205122,0.289340408543469,0.000189896889141502,0.000189543072875796,0.833333333333333,1,6
"CFA_Pyrenew-Pyrenew_HE_Flu","US",0.15581480194629,0.156352091523316,0.000149858741507284,0.000149551012661328,0.28049891092142,0.280669567795468,0.000186994434400564,0.000186652789555155,0.833333333333333,1,6
"CMU-TimeSeries","US",0.197147394395016,0.197814060859153,0.000228562101402836,0.000228097547503701,0.407648577925123,0.407787748330341,0.000330850481945028,0.000330242014790314,0.5,1,12
"CU-ensemble","US",0.355169718535109,0.356331345644825,0.00038425,0.000383405817576671,0.288805202978007,0.288874111345595,0.000191666666666667,0.000191291189322413,1,1,12
"FluSight-baseline","US",1,1,0.00113216389665183,0.00112585347506299,1,1,0.000758333333333333,0.000756670903065971,1,1,12
"FluSight-ensemble","US",0.242613832403821,0.243454468356558,0.000261785068610285,0.000261267264507463,0.129363369242191,0.129408664811065,8.98467238967403e-05,8.9679585089392e-05,1,1,12
"LosAlamos-DoSiDo","US",0.260849026976842,0.26170468807902,0.000293543305773422,0.000292864742945476,0.612287518967269,0.612433347586056,0.000448215469843291,0.000447276941270125,0.75,1,8
"LosAlamos-ThinMint","US",0.510409486966384,0.511596644310883,0.000552954729912727,0.000551114384264921,0.361704254287658,0.361819333117201,0.00025625246780659,0.00025573843858487,1,1,8
"MOBS-EpyStrain_Flu","US",0.477616977258219,0.47947265894088,0.000486702898550725,0.000485934658426292,1.35193518792759,1.35284788073026,0.000875,0.000873633529869152,0.5,1,12
"NAU-vulPES","US",0.30152782714089,0.302512400512242,0.000327988400589759,0.000327269331467818,0.16235099514907,0.162420559777044,0.000117131143400851,0.000116923811275366,1,1,12
"NEU_ISI-FluBcast","US",0.358034885647097,0.35937914415319,0.000366679847562534,0.000366056084149953,1.03094322517216,1.03153931021303,0.000686881250787175,0.000685756283043515,0.583333333333333,1,12
"UGA_flucast-Copycat","US",0.497844696092731,0.499413066605263,0.000542264654716255,0.000540998704008835,0.227367766953633,0.227409385939125,0.000146541472406087,0.000146241234690281,1,1,12
"UGA_flucast-INFLAenza","US",0.12519223662908,0.125616425041885,0.000136235473060627,0.000135959069460324,0.23724268586452,0.237310728382968,0.000174611237892052,0.000174285142925497,0.916666666666667,1,12
