"model_id","horizon","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu",0,0.371047568408196,0.371346380651289,0.00157217381061523,0.00150541308204875,0.386628623053667,0.386705620733899,0.00217178378833542,0.00208116844255238,0.481481481481481,0.888888888888889,27
"CFA_Pyrenew-Pyrenew_E_Flu",1,0.679166582718165,0.676463129387518,0.00556994829580108,0.00531166932178977,0.68563761832073,0.68221662670058,0.00748861558313933,0.00714641970620458,0.518518518518518,0.851851851851852,27
"CFA_Pyrenew-Pyrenew_HE_Flu",0,0.395680633126042,0.396252869152657,0.00168229782038474,0.00161271602354742,0.42752252959454,0.427933422464584,0.00243189953733542,0.00233365488704118,0.481481481481481,0.851851851851852,27
"CFA_Pyrenew-Pyrenew_HE_Flu",1,0.731199716596078,0.728946138696773,0.00592076841371666,0.00565348865222694,0.775240371998547,0.772369333683314,0.00833554161643698,0.00796984897431065,0.481481481481481,0.814814814814815,27
"CMU-TimeSeries",0,0.662328187841168,0.661949638982006,0.00315862389666927,0.00301186147501753,0.782469961804538,0.780325324920874,0.00514846768276579,0.00490078137146465,0.625,0.958333333333333,24
"CMU-TimeSeries",1,0.734321142678679,0.730698617400597,0.00644732211914086,0.00613310003919263,0.808300528348615,0.802809758201568,0.00978712186454939,0.00930418313828372,0.541666666666667,0.875,24
"CMU-TimeSeries",2,0.703464756933495,0.700268781499252,0.00817360513088602,0.00779411664126831,0.789994437561884,0.785935599721318,0.0128361990328398,0.0122542728095994,0.541666666666667,0.916666666666667,24
"CMU-TimeSeries",3,0.689708454478929,0.688303198107412,0.00822039548158994,0.00786861509150958,0.808522002944918,0.806520369271304,0.0131784005826751,0.0126399176103964,0.458333333333333,0.958333333333333,24
"CU-ensemble",0,0.619125564022998,0.620132326361913,0.00174816032608696,0.00170058263061745,0.743209119030732,0.741511702553459,0.00271875,0.0026369098833049,0.8125,1,16
"CU-ensemble",1,0.668226026111928,0.663891173861807,0.00425292391304348,0.00406453203565627,0.732010959115813,0.725273200453162,0.00606875,0.00579916667900941,0.8125,0.9375,16
"CU-ensemble",2,0.681458903857667,0.676532920408641,0.00588198369565217,0.00561552295463178,0.687129571725973,0.680456536557582,0.0082125,0.00784569074200133,0.75,0.9375,16
"CU-ensemble",3,0.677338586417772,0.671959428305936,0.0066306277173913,0.00633411257114945,0.653833673269343,0.646363605251374,0.00884375,0.00845052524870129,0.8125,0.875,16
"FluSight-baseline",0,1,1,0.00470662829211038,0.00450353804292325,1,1,0.00613333333333333,0.00587792559260509,0.296296296296296,0.851851851851852,27
"FluSight-baseline",1,1,1,0.00794330752511792,0.00762096806316673,1,1,0.0103296296296296,0.00993211661647144,0.333333333333333,0.851851851851852,27
"FluSight-baseline",2,1,1,0.0102631462920057,0.00986510708156767,1,1,0.0135925925925926,0.0130989677465273,0.333333333333333,0.814814814814815,27
