"model_id","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CADPH-FluCAT_Ensemble",0.815857653127164,0.480370579227011,183.707691073442,0.194580477360387,0.85004149697564,0.681396702986555,290.690197703552,0.322242159150886,0.528846153846154,0.980769230769231,104
"CEPH-Rtrend_fluH",1.00710807296014,1.1148265300363,231.226827697262,0.487594704955636,1.0007410320607,1.57162468489577,348.296296296296,0.803912055602403,0.231481481481481,0.851851851851852,108
"CFA_Pyrenew-Pyrenew_HE_Flu",0.730688347393417,0.457637164551229,119.652661876006,0.135867044892057,0.765287603076529,0.642320067655011,192.861111111111,0.219791054205302,0.37037037037037,0.944444444444444,54
"CFA_Pyrenew-Pyrenew_H_Flu",0.926800662320284,0.709493799526891,148.487540499195,0.207458106036571,0.990341559787707,0.993794463955434,242.611111111111,0.333528042261831,0.333333333333333,0.833333333333333,54
"CMU-TimeSeries",0.627355359699046,0.47899053956195,141.525880290328,0.193938314582978,0.629928210578017,0.620316487586961,217.400244347621,0.291709224117937,0.576923076923077,1,104
"CU-ARNB_Net",0.842151648589191,0.799999780077061,189.926770833333,0.312707063904359,0.934802819909785,1.1182372782438,320.9375,0.508128992305001,0.4375,0.96875,96
"CU-ensemble",0.758195034289565,0.977595740026758,165.767950885668,0.41525902673698,0.735611498965249,1.0407285197767,242.87037037037,0.502200538164763,0.555555555555556,0.907407407407407,108
"Cornell_JHU-hierarchSIR",1.08292402859816,0.730643368030738,231.846147161836,0.288056394638533,1.02319911000661,0.906924109107682,335.092592592593,0.417252294497941,0.351851851851852,0.666666666666667,108
"Epistorm-Ensemble_Flu",0.498343066982903,0.437703601492335,44.8114458104877,0.143398013310719,0.490695686938131,0.584704421926529,66.4080359403516,0.213436656138352,0.788461538461538,0.980769230769231,52
"FluSight-HJudge_ensemble",0.594591666625131,0.422838526467639,129.568739935588,0.170919815225559,0.614721150649286,0.55878205601285,204.092592592593,0.261950417235082,0.638888888888889,0.990740740740741,108
"FluSight-baseline",1,1,215.846561996779,0.406524454055047,1,1,328.453703703704,0.466084604422282,0.342592592592593,0.972222222222222,108
"FluSight-ensemble",0.642837418613335,0.453580641510867,139.969851046699,0.182916830152889,0.654754765765494,0.576824510145806,217.981481481481,0.270378871631936,0.601851851851852,0.972222222222222,108
"FluSight-lop_norm",0.669616974445962,0.491481382864659,145.37844605475,0.198008207047868,0.661085596780788,0.591383999195508,219.916666666667,0.277393350692699,0.648148148148148,1,108
"FluSight-trained_mean",0.560843270433274,0.41800236054625,122.19848669987,0.170140404896601,0.579731099128876,0.541796889395698,191.561884627087,0.254373613500273,0.657407407407407,1,108
"FluSight-trained_med",0.614288352921002,0.429169550824964,133.988847801346,0.173277267233487,0.617575728557069,0.540336364851541,205.652914081001,0.253203033713602,0.611111111111111,1,108
"Gatech-ensemble_prob",0.778522012644954,0.591174933743795,171.943144122383,0.241951839684711,0.787079641291328,0.736035162848655,264.981481481481,0.34979773431116,0.564814814814815,0.907407407407407,108
"Gatech-ensemble_stat",0.788471668813266,0.632882380769467,169.821410891101,0.257766125330495,0.729577397569724,0.723960515863727,239.78596143601,0.340549470609122,0.425925925925926,0.796296296296296,108
"Google_SAI-FluEns",0.563561680733103,0.363054377625831,124.5250280335,0.148713819268057,0.54550646956575,0.434864557108592,185.200834736251,0.207055483335933,0.759259259259259,1,108
"JHU_CSSE-CSSE_Ensemble",0.363811056694275,0.260570458633311,136.991240272805,0.0826700520717996,0.417184867299731,0.38246592929537,212.915916475102,0.131650902909413,0.75,1,4
"LUcompUncertLab-chimera",1.40400793598711,1.22669908929037,415.578245341615,0.607495986943699,1.09934716515603,1.16886523995772,484.571428571429,0.700749521263358,0.25,0.428571428571429,28
"LUcompUncertLab-puca",0.705360373154612,0.746921763151023,148.084720496894,0.269788611996317,0.644544891824989,0.744567640719197,211.728571428571,0.324692500337058,0.514285714285714,0.885714285714286,70
"LosAlamos-DoSiDo",0.873387019262812,0.91539741199619,187.947797906602,0.364890606651932,0.813521057414445,0.725655746357566,264.944444444444,0.331568095453172,0.601851851851852,0.981481481481482,108
"LosAlamos-ThinMint",0.890807193635948,0.737150297226421,192.684009661836,0.295087659710588,0.884254323702289,0.913106235315315,290.574074074074,0.423193466655282,0.546296296296296,0.87962962962963,108
"LosAlamos_NAU-CModel_Flu",1.98418539553012,1.54563190059919,435.718802214171,0.621742041734825,1.35872102595822,1.44179534833366,452.25462962963,0.673220338821567,0.037037037037037,0.0925925925925926,108
"MDPredict-SIRS",1.55670277775981,0.726667305347088,605.043891304348,0.389841502411172,1.33969322573366,0.61217723650311,789.95,0.403288207567775,0.6,0.85,20
"MIGHTE-Joint",0.587326695007468,0.457871805548648,129.272945318472,0.173370217816283,0.543551665486233,0.528558729123534,187.167740155438,0.23600382957491,0.771739130434783,1,92
"MIGHTE-Nsemble",0.607798940803898,0.481373314236417,133.869912828388,0.198794968131618,0.553156982832582,0.565207619476923,188.044289808408,0.274613871346013,0.796296296296296,1,108
"MOBS-EpyStrain_Flu",1.07515427894418,0.636917251714164,237.256877470356,0.256441905260519,0.994991596051876,0.82727453848627,333.515151515152,0.390429932047788,0.363636363636364,0.818181818181818,99
"MOBS-GLEAM_RL_FLUH",0.757173240211428,0.62521747688272,166.39225842009,0.257995710794306,0.696067211623512,0.791322410140315,232.335178304602,0.379921696936861,0.351851851851852,0.722222222222222,108
"NAU-FourCAT",1.06207888156556,0.625667107733663,230.342048494983,0.246346589956599,1.09887752448311,0.847346994748862,360.413461538462,0.384095690139923,0.5,0.990384615384615,104
"NAU-epymorph",1.38680025561175,0.733256575238208,298.851429146538,0.295694352488647,1.36654705656415,0.996372441341744,448.518518518519,0.471048602505748,0.222222222222222,0.777777777777778,108
"NAU-vulPES",0.621013077473951,0.408724992491046,135.026413043478,0.164776651860167,0.625117342998867,0.53238251073249,207.666666666667,0.2504115573161,0.583333333333333,1,108
"NEU_ISI-AdaptiveEnsemble",0.713344122523102,0.44059700182312,160.425225518082,0.178429839666089,0.72822156317451,0.604451161815413,249.682242990654,0.285305166378477,0.654205607476635,0.990654205607477,107
"NEU_ISI-FluBcast",1.15868055853372,0.832919956712813,227.591652173913,0.320771785038434,0.993060201457965,0.937038330508731,297.78,0.421548960564528,0.11,0.42,100
"NIH-Flu_ARIMA",0.788474609875256,0.56985740343698,167.110638586957,0.226809845886185,0.788510319692123,0.74469575755979,253.375,0.342991442030351,0.291666666666667,0.916666666666667,96
"NU-PGF_FLUH",1.23399033139016,0.591131047535142,266.430144927536,0.233955175175936,1.22530104086657,0.768882719214576,402.324074074074,0.354209231860374,0.37962962962963,0.87962962962963,108
"OHT_JHU-nbxd",0.689249879853124,0.472780149684048,155.015700442834,0.200614060560224,0.681254521721554,0.623872149725567,235.696666666667,0.311365226345951,0.62037037037037,0.981481481481482,108
"PSI-PROF",0.915668801747119,0.552181113144242,200.967435668277,0.225171956044097,0.899033770497288,0.697878608315663,298.723703703704,0.327003575807433,0.546296296296296,0.981481481481482,108
"PSI-PROF_MOA",0.658269203090789,0.452113788070545,143.420889935588,0.182527582417238,0.676827190806598,0.49920440598595,223.029907407407,0.230741851399783,0.574074074074074,0.972222222222222,108
"SigSci-TSENS",0.905409223977249,0.943613365447642,194.858809073724,0.352931019491683,0.910421090244725,0.828018991243506,300.945652173913,0.348623641394054,0.608695652173913,0.934782608695652,92
"UGA_CEID-Walk",1.32574973915056,1.15825381216982,299.47096846289,0.46087769103787,1.14086520536401,1.18214755206983,395.122060606061,0.554205224939552,0.414141414141414,0.696969696969697,99
"UGA_CEID-auto_AVG_LB",0.915533673181972,0.644529474684916,210.802497390486,0.261190728905893,0.896432310887901,0.829716006184323,315.232463795955,0.395218853543336,0.41,0.86,100
"UGA_flucast-Copycat",0.639853308841098,0.458998622054798,141.531791465378,0.190887920569097,0.660882398937341,0.624703941165327,222.009259259259,0.301105274512579,0.509259259259259,0.944444444444444,108
"UGA_flucast-INFLAenza",0.709120338143156,0.487627605616023,144.374465043478,0.199049186486247,0.78197642207314,0.705925705585308,242.235,0.332287722651598,0.5,1,100
"UGA_flucast-Scenariocast",0.613996069710426,0.3894140890807,143.783482608696,0.160765587005371,0.521521627331238,0.421175304714124,187.01,0.202975921552689,0.83,1,100
"UGuelph-CompositeCurve",1.24227199188881,1.10292993612596,496.613858695652,0.639858016513359,1.06529506322508,1.1516859047598,638.9375,0.795815174024584,0.1875,0.375,16
"UI_CompEpi-EpiGen",1.24470219638705,1.10077642885265,301.919161490683,0.454211434251778,1.03370806434978,1.24586365150808,381.214285714286,0.612245776241942,0.357142857142857,0.595238095238095,84
"UM-DeepOutbreak",1.28838473974284,1.27030392238227,286.802283427515,0.533272981999571,1.13881287327693,0.839537653036743,387.11871070591,0.404415311813761,0.56,0.92,100
"UMass-AR2",0.860252976667103,0.72163534378157,186.12084237109,0.294903373311605,0.830080366634905,0.867261826924989,275.329416022412,0.412890805697563,0.495327102803738,0.813084112149533,107
"UMass-flusion",0.580361273283104,0.36671692145935,124.57366793143,0.149062486096055,0.57427740122004,0.461770511668064,189.460125491545,0.218619848705657,0.509615384615385,0.903846153846154,104
"UMass-trends_ensemble",0.993009112296957,0.809901129800904,217.604382045089,0.331577140620832,0.838574791240398,0.819058616982598,279.027777777778,0.388335799947817,0.490740740740741,0.638888888888889,108
"UNC_IDD-InfluPaint",0.813711083495213,0.569414064178138,179.973057120585,0.236468556148027,0.82939313387967,0.765743952338674,277.633054115829,0.368524256388838,0.527777777777778,0.916666666666667,108
"UVAFluX-CESGCN",0.667455728575103,0.410094199135805,265.97194683978,0.268308275292196,0.553350973375541,0.436372905182599,328.216365814209,0.339276633555302,0.125,0.5,8
"UVAFluX-Ensemble",0.871498948383548,0.672770872180832,185.572689963429,0.266293787782933,0.858671563627674,0.880489005095288,279.831775700935,0.406812536801652,0.467289719626168,0.831775700934579,107
"UVAFluX-FS_OptimWISE",0.808784601617771,0.511249522517183,180.350075614367,0.191564180229405,0.773111292125733,0.65756061747783,262.021739130435,0.285911397489551,0.467391304347826,0.902173913043478,92
"VTSanghani-PRIME",1.9576098348625,0.856457792967453,290.966557971014,0.383940843929993,2.01629305589544,1.02248703350237,448.566666666667,0.518889839811845,0.65,0.85,60
