"model_id","reference_date","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu",2026-05-16,0.292768467320349,0.293631548700222,0.000370314198040284,0.000368562608652687,0.533267882094014,0.533077684445748,0.000533193931317483,0.000530678703875522,0.673469387755102,0.979591836734694,98
"CFA_Pyrenew-Pyrenew_E_Flu",2026-05-23,0.261064069945728,0.261886576586783,0.000287443664060647,0.000286286884782533,0.540964767311118,0.541026001814369,0.000418603877439234,0.000417104707589399,0.666666666666667,1,96
"CFA_Pyrenew-Pyrenew_E_Flu",2026-05-30,0.249094857489451,0.249892321521301,0.000259307372466681,0.000258334920435923,0.571906324488404,0.572288767209632,0.000395738356051619,0.000394393839349879,0.574468085106383,0.98936170212766,94
"CFA_Pyrenew-Pyrenew_HE_Flu",2026-05-16,0.312898751845461,0.313681431404334,0.000373328179366304,0.000371868870531733,0.545588293391668,0.545147336400996,0.000527380343371509,0.000525365077923161,0.651515151515151,0.954545454545455,66
"CFA_Pyrenew-Pyrenew_HE_Flu",2026-05-23,0.26368358189003,0.264558233884317,0.000260652063012189,0.00026003677654436,0.564251383795329,0.564169493102043,0.000394489194185844,0.000393584925461799,0.628571428571429,1,70
"CFA_Pyrenew-Pyrenew_HE_Flu",2026-05-30,0.237572530814244,0.238401029287464,0.00020790625523702,0.000207511081128265,0.571620022442503,0.571950889388914,0.000322000614752017,0.000321418843905702,0.541666666666667,1,72
"CMU-TimeSeries",2026-05-16,0.233375667763921,0.234376249457616,0.000313815921590431,0.000312792070414879,0.464249556796954,0.464625748404987,0.000483852163809433,0.000482270691062072,0.51,0.95,200
"CMU-TimeSeries",2026-05-23,0.235879889046492,0.236695865418515,0.000303707196529189,0.000302638248109497,0.519512032945444,0.519460596572452,0.000473274029369416,0.000471650153937818,0.415,0.96,200
"CMU-TimeSeries",2026-05-30,0.245752538386424,0.246654027275578,0.000297344496600735,0.000296381106390375,0.574842797961022,0.575314928356574,0.000457240442265603,0.00045580104618827,0.385,0.935,200
"CU-ensemble",2026-05-16,0.485446193492288,0.487241402730848,0.000665642608695652,0.000663067897705715,0.537138321599788,0.537680332766295,0.0006005,0.000598731119368585,0.96,0.99,200
"CU-ensemble",2026-05-23,0.510295211985837,0.512010637459658,0.000644576304347826,0.000642250079467169,0.612878482895048,0.613184029545057,0.0005495,0.000547968862404641,0.965,0.99,200
"CU-ensemble",2026-05-30,0.517989844360581,0.519736373396215,0.000617485217391304,0.000615303268678938,0.588940466132643,0.589858518964425,0.000456,0.000454930585880142,0.97,0.995,200
"DMAPRIME-HYB",2026-05-16,0.15160958492067,0.152243058830125,0.00014484102795,0.000144653426899453,0.463559049893036,0.463667426959276,0.00025803,0.000257706742261735,0.75,1,4
"FluSight-baseline",2026-05-16,1,1,0.00138266055609281,0.00137248621162143,1,1,0.0011045,0.0010997933631937,0.935,1,200
"FluSight-baseline",2026-05-23,1,1,0.00129281733698704,0.00128379286162083,1,1,0.000921000093750938,0.000917912365790275,0.965,1,200
"FluSight-baseline",2026-05-30,1,1,0.00124708220456932,0.00123834531877213,1,1,0.000836000528755288,0.000832612199740353,0.975,1,200
"FluSight-ensemble",2026-05-16,0.269636523258778,0.270669383520254,0.000369638142103591,0.000368211583053943,0.413822221236887,0.413939920444863,0.00044877846174659,0.000446962470264118,0.891089108910891,0.98019801980198,202
"FluSight-ensemble",2026-05-23,0.262057748639444,0.263032057885102,0.000332313056056853,0.000331232071940853,0.44686088344628,0.446878769026823,0.000402556135662395,0.000401237128048872,0.881188118811881,0.99009900990099,202
"FluSight-ensemble",2026-05-30,0.236101151674004,0.236947051703713,0.000278955503051813,0.000278039023141653,0.452319061023573,0.452685688281592,0.000351141714631607,0.00035004447523842,0.767326732673267,0.99009900990099,202
"LosAlamos-DoSiDo",2026-05-16,0.346878292654229,0.34813287006402,0.000493571675710944,0.000491522082260177,0.611766073999122,0.611812746277999,0.000672718486616902,0.000669848933795477,0.82,0.98,200
"LosAlamos-DoSiDo",2026-05-23,0.324143178194689,0.325298744546834,0.000415309752065454,0.000413873398133943,0.661287926053603,0.661171143185955,0.000597320360740204,0.000595202176934898,0.71,0.99,200
"LosAlamos-ThinMint",2026-05-16,0.500435580018548,0.502104273645789,0.000678672537198101,0.00067574619482088,0.769460375391059,0.769849113181776,0.000810788320885826,0.000807713295926655,0.875,0.995,200
"LosAlamos-ThinMint",2026-05-23,0.538112216004586,0.539390620468308,0.000682324710929484,0.000679218251300494,0.790257259070768,0.790165257972695,0.000712602843648982,0.000710142203415589,0.895,0.995,200
