"model_id","horizon","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu",0,0.38924657714581,0.390624903457032,0.002051354402891,0.0019683067433376,0.454430844842085,0.455588837674748,0.00318442625889136,0.00305740831063381,0.459191456903127,0.914569031273837,1311
"CFA_Pyrenew-Pyrenew_E_Flu",1,0.596303871982666,0.594641142940376,0.00572137856426194,0.00545025555044838,0.650884941923912,0.648351513054871,0.00845838685281721,0.00806780408306985,0.491990846681922,0.881006864988558,1311
"CFA_Pyrenew-Pyrenew_HE_Flu",0,0.410424048655813,0.411933235594029,0.00228657540099295,0.00219291707928218,0.47573080180628,0.476987818840307,0.00353295829259993,0.00339025618994305,0.429437229437229,0.898701298701299,1155
"CFA_Pyrenew-Pyrenew_HE_Flu",1,0.635583111988133,0.633782874390824,0.00643189045471335,0.00612784835673463,0.699655534460478,0.696920881270295,0.00953812223782786,0.00909841823972242,0.442424242424242,0.849350649350649,1155
"CMU-TimeSeries",0,0.619661915505212,0.619620311362883,0.00365677291279118,0.00348808468488459,0.733938979301233,0.732491771073678,0.00584203453866263,0.00556813228817603,0.432117920868891,0.917765709852599,1289
"CMU-TimeSeries",1,0.670302427622276,0.667063774317944,0.00680762487866739,0.00646491168685555,0.768041948935309,0.763038496994666,0.0105726773860766,0.0100423199279262,0.448409619860357,0.904577191621412,1289
"CMU-TimeSeries",2,0.670298722164849,0.666948300610131,0.008592128595872,0.00817733612498407,0.760446219791332,0.756002548521863,0.0135562295485296,0.0129230117492086,0.4344453064391,0.906128782001552,1289
"CMU-TimeSeries",3,0.636936396474016,0.634634479724288,0.00938763478113734,0.00896533232631814,0.74680406276439,0.743426873969233,0.0150694550087467,0.0144229405889153,0.394879751745539,0.91233514352211,1289
"CU-ensemble",0,0.748652236605103,0.749868341384321,0.00248142195652174,0.00241513067527093,0.811584096418647,0.810803164906739,0.00368225,0.00358018459526206,0.73375,0.96875,800
"CU-ensemble",1,0.757044949617955,0.7548918836792,0.00535040663043478,0.0051278295143626,0.783765321697111,0.780349437191025,0.007421,0.00712438097582243,0.68875,0.90875,800
