"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu",0.53433549780574,0.00357121315863776,0.545804095970862,0.00483237105214929,0.5,0.87037037037037,54
"CFA_Pyrenew-Pyrenew_HE_Flu",0.573502276111743,0.00379891784097938,0.612733053592233,0.00538034988136873,0.481481481481481,0.833333333333333,54
"CMU-TimeSeries",0.705959495455092,0.00671935743841337,0.80929201121787,0.0105741046929721,0.548387096774194,0.924731182795699,96
"CU-ensemble",0.674880610244981,0.00487557020669993,0.712407285219851,0.00681311475409836,0.786885245901639,0.934426229508197,64
"FluSight-baseline",1,0.00888257347011522,1,0.0118495238095238,0.314285714285714,0.828571428571429,108
"FluSight-ensemble",0.652713242461133,0.00574242770527824,0.710283109623993,0.00854958457078166,0.647619047619048,0.885714285714286,108
"FluSight-trained_mean",0.768660558294817,0.00547682985809495,0.811752010994863,0.00849188256195527,0,0.5,4
"FluSight-trained_med",0.768660558294817,0.00547682985809495,0.811752010994863,0.00849188256195527,0,0.5,4
"LosAlamos-DoSiDo",1.10631905805313,0.00994550980535502,1.25662982454803,0.0154993065859373,0.533333333333333,0.885714285714286,108
"LosAlamos-ThinMint",0.809631859572258,0.00667822885216211,0.816252268279373,0.0093694376859235,0.723809523809524,0.885714285714286,108
"MOBS-EpyStrain_Flu",1.35135360093165,0.00748562240128163,1.50982186840664,0.011106551520858,0.0694444444444444,0.666666666666667,75
"NAU-vulPES",0.689275612618933,0.00623717931470686,0.700417437507326,0.00853997933168944,0.514285714285714,0.8,108
"NEU_ISI-FluBcast",0.869364474485251,0.00455722646721521,1.07022208080645,0.00773657181806848,0.617283950617284,0.987654320987654,84
"UGA_flucast-Copycat",0.829108513211859,0.0076098852362428,0.819685189894254,0.0101528710041429,0.524752475247525,0.801980198019802,104
"UGA_flucast-INFLAenza",0.630582869813893,0.00464423849835471,0.649728085778884,0.00644072512121991,0.525773195876289,0.865979381443299,100
"UGuelph-CompositeCurve",2.15762016607754,0.043325,1.62099873574315,0.043325,0,0,12
