"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CADPH-FluCAT_Ensemble",0.798407240258868,183.707691073442,0.935023514769729,290.690197703552,0.528846153846154,0.980769230769231,104
"CEPH-Rtrend_fluH",0.676821740216253,66.5014216369379,0.787474498623363,101.287927350427,0.415776353276353,0.87037037037037,5616
"CFA_Pyrenew-Pyrenew_HE_Flu",0.706149200393836,52.742723677318,0.775452295769744,77.1006884681584,0.346815834767642,0.803786574870912,2324
"CFA_Pyrenew-Pyrenew_H_Flu",0.900479806818379,63.885020329133,1.01778147976603,95.5411135693215,0.425884955752212,0.871312684365782,2712
"CMU-TimeSeries",0.588647163394219,59.7182814794114,0.695218029535605,92.1611730324403,0.484282544378698,0.938794378698225,5408
"CU-ARNB_Net",0.673890583879659,64.1266223348662,0.792428491994657,98.6262019230769,0.540064102564103,0.943309294871795,4992
"CU-ensemble",0.768506473435146,76.0226108633717,0.867954651362258,111.464921652422,0.499109686609687,0.844373219373219,5616
"Cornell_JHU-hierarchSIR",0.643160391742959,61.4547231401156,0.731648627711299,91.2385895546518,0.384437321937322,0.834045584045584,5616
"DMAPRIME-DLM",0.689876618066535,7.65155138339921,0.753498163748302,11.3181818181818,0.295454545454545,0.613636363636364,44
"DMAPRIME-QR",1.14121917757197,43.5467105263158,1.10682654296545,59.3026315789474,0.184210526315789,0.539473684210526,76
"Epistorm-Ensemble_Flu",0.566802350492445,12.8549244209827,0.630279563381545,19.5067330840031,0.547134238310709,0.941930618401207,2652
"FluSight-HJudge_ensemble",0.630411510014147,62.2853297256286,0.738815688490281,94.7923789173789,0.489850427350427,0.903490028490028,5616
"FluSight-baseline",1,97.8874767744333,1,127.571047008547,0.415242165242165,0.860042735042735,5616
"FluSight-ensemble",0.668568854697713,66.2432323021182,0.769652554155981,98.9017094017094,0.51798433048433,0.9002849002849,5616
"FluSight-lop_norm",0.648733916964938,63.8178468351294,0.773998318521424,99.480056980057,0.581018518518518,0.975071225071225,5616
"FluSight-trained_mean",0.640840637993507,63.1230311832391,0.740779363634734,94.8544788953018,0.461716524216524,0.900641025641026,5616
"FluSight-trained_med",0.640718811857513,63.1256882266835,0.753482886099617,96.550427965123,0.501246438746439,0.916488603988604,5616
"Gatech-ensemble_prob",0.926596906752961,95.1312237617455,0.984675207689516,130.699084249084,0.491025641025641,0.825824175824176,5460
"Gatech-ensemble_stat",0.828245862587507,82.0292848642895,0.839130578134852,107.70292767725,0.507834757834758,0.812143874643875,5616
"Google_SAI-FluEns",0.613365562371169,60.6373315615762,0.720966158507146,93.0505316025281,0.51531339031339,0.938212250712251,5616
"JHU_CSSE-CSSE_Ensemble",0.61234028775236,182.880691159066,0.731827456312088,290.240960384974,0.17,0.785,200
"LUcompUncertLab-chimera",0.942374753354626,193.019820847886,1.00982596450395,263.312326869806,0.202908587257618,0.638504155124654,1444
"LUcompUncertLab-puca",0.920936939914043,59.7097326254365,0.980439504828342,86.9620462046205,0.705170517051705,0.946644664466447,3636
"LosAlamos-DoSiDo",1.07018696942678,108.758101697015,1.23743272755602,164.944800569801,0.490918803418803,0.926638176638177,5616
"LosAlamos-ThinMint",0.901551418545514,89.8427753778026,1.00376164457963,130.077635327635,0.458689458689459,0.839565527065527,5616
"LosAlamos_NAU-CModel_Flu",1.23800875408912,122.785087163377,1.05712110816932,136.13408766928,0.178011404133999,0.42551674982181,5612
"MDPredict-SIRS",1.36961043682499,372.452981605351,1.4456113604424,497.749038461538,0.435576923076923,0.659615384615385,1040
"MIGHTE-Joint",0.703441024259527,61.5772850005837,0.765747275454064,88.8835324255981,0.620401337792642,0.968227424749164,4784
"MIGHTE-Nsemble",0.733494100010845,73.2829971452514,0.813888873304757,105.895907073705,0.513710826210826,0.926460113960114,5616
"MOBS-EpyStrain_Flu",0.966932951355846,97.4517541588846,1.00773451732775,131.39040959041,0.374425574425574,0.765034965034965,5005
"MOBS-GLEAM_RL_FLUH",0.733393435762784,71.7724730582765,0.782339869993743,99.8355851221442,0.234522942461763,0.603058994901675,5492
"NAU-FourCAT",0.643947321478352,60.5334369372267,0.769826507964504,94.6427514792899,0.4375,0.955436390532544,5408
"NAU-epymorph",0.880255807612351,85.4490844481605,0.941553230861311,118.979878917379,0.320334757834758,0.74732905982906,5616
"NAU-vulPES",0.626005396914483,61.3021944289607,0.751863213992965,95.8682336182336,0.448896011396011,0.931267806267806,5616
"NEU_ISI-AdaptiveEnsemble",0.695212244803637,70.0962324199909,0.769061925128808,100.949202024134,0.35675360062281,0.753989879330479,5138
"NEU_ISI-FluBcast",0.997800248909531,104.937794159267,0.997527944068471,137.21379170057,0.223148901545972,0.536208299430431,4916
"NIH-Flu_ARIMA",0.871367724826433,89.3145173342369,0.883226044817478,116.545529122231,0.249589827727646,0.683757178014766,4876
"NU-PGF_FLUH",1.00173739826247,106.231008454106,1.12373801167625,158.960648148148,0.423611111111111,0.87962962962963,432
"OHT_JHU-nbxd",0.686911415395308,67.217573648272,0.795705668872351,101.801591880342,0.425747863247863,0.841346153846154,5616
"PSI-PROF",0.834099070005545,81.6688775191998,0.927272301371724,118.144996438746,0.545584045584046,0.959935897435897,5616
"PSI-PROF_MOA",0.897914532985411,89.5032103957637,0.896402360265964,115.467161680912,0.463853276353276,0.785968660968661,5616
"SigSci-TSENS",0.953929142253906,84.4875908344158,0.945821688001344,110.755492091388,0.581942003514939,0.824472759226713,4552
"UGA_CEID-Walk",1.12347593818064,115.199783773183,1.0658048759898,140.891535742036,0.506216006216006,0.750971250971251,5148
"UGA_CEID-auto_AVG_LB",0.941494447414654,97.7655284996909,1.02874099439007,138.359822075562,0.420384615384615,0.817884615384615,5200
"UGA_flucast-Copycat",0.810536320492704,79.3797986343367,0.950556576148522,121.268696581197,0.365384615384615,0.821581196581197,5616
"UGA_flucast-INFLAenza",0.630729129190473,53.1119927286789,0.71999057468014,78.3876923076923,0.494615384615385,0.896538461538462,5200
"UGA_flucast-Scenariocast",0.653209003888257,67.5790324414716,0.777830063144684,105.367884615385,0.450769230769231,0.906730769230769,5200
"UGuelph-CompositeCurve",1.66378998329837,392.791836329431,1.5149987078851,453.787259615385,0.03125,0.192307692307692,832
"UI_CompEpi-EpiGen",0.985800515653016,112.889828989567,0.913269250960634,134.591036414566,0.411998132586368,0.684640522875817,4284
"UM-DeepOutbreak",0.953323455490202,95.2738843961956,0.918780028029566,121.166963366678,0.548846153846154,0.836538461538462,5200
"UMass-AR2",0.895999537940236,87.3712330001811,0.955965763286328,120.820848492214,0.448957584471603,0.819913731128684,5564
"UMass-flusion",0.617889878727047,59.8673905245049,0.695384215623117,87.3231314419177,0.34948224852071,0.820636094674556,5408
"UMass-trends_ensemble",1.05234270246655,104.945922596928,1.03860710924279,133.956997863248,0.39031339031339,0.659900284900285,5616
"UNC_IDD-InfluPaint",0.896555180728194,88.9359271076071,0.955549128866002,122.428326797633,0.43482207697894,0.839324618736383,5508
"UVAFluX-CESGCN",0.851808598988177,256.691797976972,0.751742224224515,281.403891533613,0.100961538461538,0.302884615384615,416
"UVAFluX-Ensemble",1.4925896278897,151.042487106555,1.42236382562618,183.907260963336,0.455068296189791,0.783429187634795,5564
"UVAFluX-FS_OptimWISE",0.701205994695424,60.6346062963502,0.775428163189619,88.6078595317726,0.440008361204013,0.870192307692308,4784
"VTSanghani-PRIME",1.07909501469433,83.3222189948229,1.17780810719317,116.333192834563,0.533614330874605,0.736775553213909,4745
