"model_id","reference_date","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu",2026-05-16,0.124066055546341,0.124452606335788,0.000123099818694692,0.000122772215923677,0.0740441083766624,0.0740740819543658,4.69197518145135e-05,4.68036265019499e-05,1,1,2
"CFA_Pyrenew-Pyrenew_E_Flu",2026-05-23,0.11975712134023,0.120163329678009,0.000107448610393281,0.00010721893876139,0.266825632999533,0.266891307886717,0.000136572587300428,0.000136277517258083,1,1,2
"CFA_Pyrenew-Pyrenew_E_Flu",2026-05-30,0.242869064432944,0.243735566483923,0.00021615939206914,0.000215795430403285,0.65498072158472,0.655159828534344,0.000386198328309565,0.000385548074867354,0.5,1,2
"CFA_Pyrenew-Pyrenew_HE_Flu",2026-05-16,0.1228552789225,0.123241732275606,0.0001218984717008,0.0001215776913898,0.034275052890961,0.0342901271789639,2.17191753716908e-05,2.16661788151125e-05,1,1,2
"CFA_Pyrenew-Pyrenew_HE_Flu",2026-05-23,0.123647987744681,0.124065743709102,0.000110939577641872,0.000110700971858695,0.277658136127467,0.277728957153326,0.000142117118245566,0.000141811335300573,1,1,2
"CFA_Pyrenew-Pyrenew_HE_Flu",2026-05-30,0.243519364709511,0.244389469694516,0.00021673817517918,0.000216374374735488,0.673549354942623,0.673737843907929,0.000397147009584435,0.000396480854549779,0.5,1,2
"CMU-TimeSeries",2026-05-16,0.186089704567854,0.186691381022745,0.000222453616842931,0.000221920871319326,0.350202876010586,0.35032572292628,0.000325587047600896,0.000324879358370612,0.75,1,4
"CMU-TimeSeries",2026-05-23,0.184690329188546,0.185317214653427,0.00021360066546389,0.000213168235006172,0.362008377079606,0.362116964400499,0.000295132221985539,0.000294600038109693,0.5,1,4
"CMU-TimeSeries",2026-05-30,0.228552194000278,0.229344254569386,0.000249632021901687,0.000249203536185606,0.557102172922208,0.557207467105652,0.000371832176248649,0.000371246647890638,0.25,1,4
"CU-ensemble",2026-05-16,0.356962998757469,0.358163944017139,0.000405934782608696,0.000405000323643129,0.394000641537636,0.394186983983399,0.000325,0.000324327697369518,1,1,4
"CU-ensemble",2026-05-23,0.356799388661007,0.357943307904733,0.000383804347826087,0.000382937029357886,0.24189757456546,0.241937964429146,0.00015,0.000149705597755028,1,1,4
"CU-ensemble",2026-05-30,0.353461994429296,0.354594892701327,0.000363010869565217,0.000362280099728999,0.172174015849888,0.172196360974956,1e-04,9.98402728426938e-05,1,1,4
"FluSight-baseline",2026-05-16,1,1,0.00119381880779351,0.00118692267191043,1,1,9e-04,0.000897703508975727,1,1,4
"FluSight-baseline",2026-05-23,1,1,0.00112597553313957,0.00111970503750263,1,1,0.000725,0.000723459607447901,1,1,4
"FluSight-baseline",2026-05-30,1,1,0.0010766973490224,0.00107093271577591,1,1,0.00065,0.000648849592774285,1,1,4
"FluSight-ensemble",2026-05-16,0.255926870356038,0.256797100084851,0.000293546798016693,0.000292886202517397,0.0975002803637412,0.0975564503780328,8.99075502610471e-05,8.97339348529621e-05,1,1,4
"FluSight-ensemble",2026-05-23,0.246257848691836,0.247110606661135,0.000266540307951062,0.000266011390971156,0.178458908840632,0.178512465864002,0.000120290715978623,0.000120073342026471,1,1,4
"FluSight-ensemble",2026-05-30,0.220754326716027,0.221546094197762,0.000225268099863101,0.000224904200033837,0.112340434382112,0.112330743846532,5.93419054505512e-05,5.92314783887425e-05,1,1,4
"LosAlamos-DoSiDo",2026-05-16,0.251189196064336,0.251987541830525,0.00029824193102464,0.000297505134473219,0.445015081961017,0.445147922610864,0.000422763904785218,0.000421818547710044,1,1,4
"LosAlamos-DoSiDo",2026-05-23,0.253354569349785,0.254187688275226,0.000288844680522205,0.000288224351417734,0.656995038969687,0.657088592478974,0.000473667034901364,0.000472735334830207,0.5,1,4
"LosAlamos-ThinMint",2026-05-16,0.471762541234719,0.472991498496864,0.000540790984367309,0.000539122672433047,0.303919566647433,0.304029729990027,0.000273918372382853,0.000273324175067331,1,1,4
"LosAlamos-ThinMint",2026-05-23,0.516941093453763,0.517950418728874,0.000565118475458144,0.000563106096096794,0.335448472496239,0.335543428946127,0.000238586563230327,0.000238152702102409,1,1,4
"MOBS-EpyStrain_Flu",2026-05-16,0.570911379789472,0.573177021730876,0.00062,0.000618946339568667,1.49604064873227,1.49739984263917,0.0012,0.00119800106524337,0.25,1,4
"MOBS-EpyStrain_Flu",2026-05-23,0.436856161028463,0.438530866575173,0.000447282608695652,0.000446556921058799,1.42612644927404,1.42701827490566,0.000875,0.00087366590673459,0.5,1,4
"MOBS-EpyStrain_Flu",2026-05-30,0.407813036906722,0.409394521906132,0.000392826086956522,0.00039230071465141,1.0249534930349,1.02535793416424,0.00055,0.000549233617629493,0.75,1,4
"NAU-vulPES",2026-05-16,0.302101732054459,0.303062101275831,0.000347721595831556,0.0003468592167782,0.0935569139482817,0.0936098493816204,8.96868945177498e-05,8.95121141706116e-05,1,1,4
"NAU-vulPES",2026-05-23,0.30229283332841,0.303296179156734,0.00032602305943505,0.000325325120248711,0.183670579779717,0.183718711563437,0.000117146172906971,0.000116927848295369,1,1,4
"NAU-vulPES",2026-05-30,0.301887057898548,0.30288133570678,0.000310220546502671,0.000309623657376542,0.252802454816648,0.252845353898005,0.000144560362777831,0.000144331471360118,1,1,4
"NEU_ISI-FluBcast",2026-05-16,0.393242408905664,0.394721126866588,0.00043487475661546,0.000434053058730503,1.00836443679628,1.00909914532295,0.000829255260038075,0.00082774336288991,0.5,1,4
"NEU_ISI-FluBcast",2026-05-23,0.35915256156708,0.360506561574895,0.000366426775406387,0.000365810212920632,1.11744672136602,1.1180381821215,0.00069693453642985,0.000695814665957611,0.5,1,4
"NEU_ISI-FluBcast",2026-05-30,0.311939292485663,0.313112487398206,0.000298738010665754,0.000298304980798723,0.973098751864113,0.973473851753508,0.0005344539558936,0.000533710820283025,0.75,1,4
"UGA_flucast-Copycat",2026-05-16,0.492347182601256,0.493907338116082,0.000566572166036651,0.000565146292637908,0.266040061959436,0.266139174986847,0.00021706323205327,0.000216588612784602,1,1,4
"UGA_flucast-Copycat",2026-05-23,0.501272289404805,0.502855033801434,0.000541234633797831,0.000539976596848185,0.197331394840081,0.197357615863781,0.000116654718465322,0.000116418646191183,1,1,4
