"model_id","location","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_fluH","US",0.768165230279598,0.645877369215986,1555.10024333333,0.219061611036743,0.855980028377617,0.725020252056519,2457.09583333333,0.334303324958038,0.525,0.933333333333333,120
"CMU-TimeSeries","US",0.927809131604741,0.778754738348594,1906.05536701422,0.275102859669978,1.01388728536509,0.908205940850656,2935.65235703414,0.435821011579228,0.51,0.98,100
"CU-ensemble","US",0.849230245438734,0.6209390310596,1723.5323884359,0.211202238488887,0.885107646777638,0.688711423783279,2545.4599,0.319032302894622,0.441666666666667,0.833333333333333,120
"FluSight-baseline","US",1,1,2047.58477496701,0.345906487756986,1,1,2882.86666666667,0.468477025323801,0.116666666666667,0.891666666666667,120
"FluSight-ensemble","US",0.719517258254121,0.569545943328104,1468.11090223987,0.194406054147921,0.82297272442751,0.688688445293186,2370.32501918483,0.319505015620333,0.391666666666667,0.933333333333333,120
"FluSight-lop_norm","US",0.700659689893723,0.57852036525203,1422.89402228239,0.197030635819554,0.818290179928833,0.681470239797548,2351.67888926795,0.315363256067199,0.475,1,120
"GH-model","US",2.69051262576948,5.7065088318595,9233.02739359903,2.52242178055813,2.0247483514304,4.69362464795369,9434.45833333333,2.7679091155733,0,0,36
"GT-FluFNP","US",1.26969551822308,1.35409691417495,2599.10847296697,0.491604419616022,1.20680602787705,1.28682786061165,3439.6290625,0.631760884023711,0.259615384615385,0.625,104
"ISU_NiemiLab-ENS","US",0.935768639792277,0.938017262291067,2252.73588572435,0.317198635956199,0.886837595535516,0.912907679357175,2988.61256944444,0.414826770214117,0.333333333333333,0.611111111111111,72
"ISU_NiemiLab-NLH","US",0.917906617547983,0.887816998937236,1806.03041614228,0.291006899050809,0.860096037254318,0.876120843274734,2387.32500158539,0.387406389961019,0.35,0.65,100
"ISU_NiemiLab-SIR","US",1.17681804748911,1.09511476739486,2945.38844663134,0.376104941818541,1.12467820358199,1.05157158382495,3958.8604226318,0.488231625082634,0.265625,0.546875,64
"JHU_CSSE-CSSE_Ensemble","US",0.849193478119667,0.647934706712978,929.124082562667,0.176920558189268,0.898390415167603,0.76547822672066,1501.6375,0.295810645549402,0.466666666666667,0.966666666666667,60
"LUcompUncertLab-chimera","US",0.975743325719555,0.737450430326905,2002.87498946899,0.237669438748782,0.90777671079152,0.716322529221975,2636.28358241723,0.312279391797539,0.172727272727273,0.509090909090909,110
"LosAlamos_NAU-CModel_Flu","US",3.10724035079082,1.91654973894472,6720.48459398152,0.660568778170188,2.45540866368936,1.77938877137672,7433.77289339673,0.834334992119164,0.0446428571428571,0.232142857142857,112
"MIGHTE-Nsemble","US",0.673512205965769,0.498305092196163,1383.02639895314,0.169976437670752,0.71752347725323,0.56763702827518,2110.43657804244,0.265472877681668,0.4,0.883333333333333,120
"MOBS-GLEAM_FLUH","US",0.717482933797735,0.593552722352518,1434.55378251087,0.202364210543741,0.812695516596461,0.690827550397131,2314.32009166667,0.319566461000457,0.45,0.908333333333333,120
"NIH-Flu_ARIMA","US",1.09543289855576,0.685156425838124,2262.41115231311,0.237679284925199,0.782650889039368,0.739112729569221,2248.56488754216,0.34838150214493,0.52,0.96,100
"NU_UCSD-GLEAM_AI_FLUH","US",0.919178219662252,0.812958976999954,2158.25278080268,0.269956874533467,1.04589882509793,0.927661098479687,3463.71305494505,0.421520442022186,0.417582417582418,0.945054945054945,91
