"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CADPH-FluCAT_Ensemble",0.546418622890958,408.865830959808,0.621219215362625,638.370577170585,0.614285714285714,0.957142857142857,80
"CEPH-Rtrend_fluH",0.673568865897865,139.803897309632,0.712419724221806,187.377348066298,0.372651933701657,0.723480662983425,4140
"CFA_Pyrenew-Pyrenew_HE_Flu",0.597110710777039,23.0061060759494,0.684366423957654,35.2341772151899,0.458227848101266,0.858227848101266,542
"CFA_Pyrenew-Pyrenew_H_Flu",0.745016197243913,104.62769725154,0.870842965108427,161.987572493786,0.502899751449876,0.939519469759735,1354
"CMU-TimeSeries",0.670297249262726,139.692100807236,0.743180413339931,197.818238025443,0.54010989010989,0.881043956043956,4160
"CMU-climate_baseline",1.15749919090946,216.679613347744,1.4061527117918,335.372697630735,0.37004662004662,0.845862470862471,3952
"CU-ensemble",0.697827020088371,145.779576445294,0.768311868775873,203.148351648352,0.37967032967033,0.781043956043956,4160
"FluSight-baseline",1,205.764651457238,1,258.968956043956,0.0788461538461538,0.579395604395604,4160
"FluSight-ensemble",0.667907840925094,140.807700668896,0.739086267540541,196.582967032967,0.381868131868132,0.740384615384615,4160
"FluSight-lop_norm",0.624768959313837,130.246742833254,0.729752168439644,194.584340659341,0.471978021978022,0.911263736263736,4160
"FluSight-trained_mean",0.670895220801036,131.529902995132,0.767880029107314,196.559660232365,0.533846153846154,0.906923076923077,3120
"FluSight-trained_med",0.657755199975916,127.790555570025,0.741739473062798,188.337241789569,0.521538461538462,0.869230769230769,3120
"Gatech-ensemble_point",0.829140097703479,173.116025800287,0.866933214556063,226.673626373626,0.247252747252747,0.608791208791209,4160
"Gatech-ensemble_prob",0.946705373627137,201.555492474916,0.930925526958686,247.147252747253,0.236263736263736,0.547252747252747,4160
"ISU_NiemiLab-GPE",0.741678912548488,174.93394532025,0.801607429221506,237.195664010422,0.307348901098901,0.674450549450549,3380
"JHUAPL-DMD",1.17511009738277,244.831848556604,1.31645280169299,350.027017515434,0.36978021978022,0.807417582417582,4160
"JHUAPL-Morris",0.905560487548569,260.945510701167,1.03338770693014,384.56051460195,0.346153846153846,0.766826923076923,1248
"JHU_CSSE-CSSE_Ensemble",0.855314003866164,171.317357723778,0.982180646641219,248.826980345444,0.442227516378797,0.761167361524717,3868
"LUcompUncertLab-chimera",0.952757471135438,202.86137463953,0.949240752036555,251.756696428571,0.316964285714286,0.622448979591837,3636
"LosAlamos_NAU-CModel_Flu",0.780409615631079,168.363216700784,0.956081804340826,262.072281167109,0.30868700265252,0.82526525198939,3536
"MIGHTE-Joint",0.840589309984891,177.032250177359,0.85657407142492,226.987179487179,0.256410256410256,0.576340326340326,3952
"MIGHTE-Nsemble",0.894376897040628,186.600818384514,0.905407055744173,237.967948717949,0.242715617715618,0.567890442890443,3952
"MOBS-GLEAM_FLUH",0.796973558915272,167.622043475871,0.80953299200751,213.796517211455,0.196123806768875,0.539485102690194,3924
"NEU_ISI-AdaptiveEnsemble",0.66387346626391,139.569193146259,0.718079941110767,190.794324166179,0.246050321825629,0.629022820362785,3916
"NEU_ISI-FluBcast",0.805810526529409,175.081577253989,0.775996767682086,211.11496531219,0.182028410967955,0.45589692765114,3460
