"model_id","horizon","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu",0,0.414989241693916,0.415068053978597,0.000985155419254345,0.000962063960945405,0.42980347783058,0.43009732124487,0.00152490363064011,0.00148974668537806,0.481481481481481,0.962962962962963,27
"CFA_Pyrenew-Pyrenew_E_Flu",1,0.63525769862508,0.632894634301419,0.00274348193151626,0.00266897367377655,0.643310801721048,0.641845873549742,0.00396135644941204,0.00386096418871103,0.518518518518518,0.925925925925926,27
"CFA_Pyrenew-Pyrenew_HE_Flu",0,0.385513541472552,0.385686995727004,0.000902179131748536,0.000881233478871129,0.48125474440552,0.48171649635623,0.00138818368772374,0.001356551852769,0.555555555555556,0.962962962962963,27
"CFA_Pyrenew-Pyrenew_HE_Flu",1,0.660969756485906,0.657726249175605,0.00279322906508236,0.00271417505931483,0.689306500507649,0.686786165638283,0.00415350152797382,0.00404235546844946,0.555555555555556,0.925925925925926,27
"CMU-TimeSeries",0,0.706953200644379,0.70540061168828,0.00161249079367638,0.00157009235532399,0.975606866543399,0.974108255149364,0.00261890992345654,0.00255178918081992,0.5,1,26
"CMU-TimeSeries",1,0.655485744710295,0.653693341651015,0.00290320745397034,0.00282680368803188,0.651565514735412,0.650006047739209,0.00448530542293971,0.00436947875397296,0.615384615384615,1,26
"CMU-TimeSeries",2,0.669396692689514,0.667059722946636,0.00383989772500919,0.00373741222427624,0.611511635304471,0.609885962763394,0.00609168193812656,0.00593616766105808,0.576923076923077,1,26
"CMU-TimeSeries",3,0.612111821029067,0.60986067578053,0.00421936714101854,0.0041097101269873,0.561993626037247,0.56066110639648,0.00655724416369014,0.00639805596892276,0.576923076923077,1,26
"CU-ensemble",0,0.705088505948502,0.705007816670277,0.000839073369565217,0.000829728935220576,0.872699763543282,0.872377111439701,0.0011625,0.0011488771082916,0.9375,1,16
"CU-ensemble",1,0.611971568196474,0.61065429138688,0.00151273641304348,0.00149176022406957,0.556484301523083,0.554765565685882,0.00216875,0.00213720574850518,0.875,1,16
"CU-ensemble",2,0.571800427182363,0.570435628492918,0.00190403532608696,0.00187644697801186,0.52599776909844,0.524063056265998,0.00263125,0.0025892227500257,0.8125,1,16
"CU-ensemble",3,0.458705299525499,0.457173561110482,0.00192836956521739,0.00189974047712288,0.296787684419296,0.295591344422413,0.00285625,0.00281083080026531,0.875,1,16
"FluSight-baseline",0,1,1,0.00231332593713522,0.00226021407007206,1,1,0.0032962962962963,0.00321940247538642,0.333333333333333,0.962962962962963,27
"FluSight-baseline",1,1,1,0.00406575549639611,0.00397472640337234,1,1,0.00615925925925926,0.00602118876124291,0.333333333333333,0.962962962962963,27
"FluSight-baseline",2,1,1,0.00540565779319275,0.00528739044496404,1,1,0.00838888888888889,0.00820765305231595,0.333333333333333,0.925925925925926,27
"FluSight-baseline",3,1,1,0.00660589496650482,0.00646529445707305,1,1,0.0104740740740741,0.0102549319608704,0.333333333333333,0.814814814814815,27
"FluSight-ensemble",0,0.721930299940712,0.720871812929056,0.0014899847635179,0.00145273170698233,0.974884545637418,0.973392353954218,0.00228655670336531,0.00222881767981917,0.740740740740741,1,27
"FluSight-ensemble",1,0.646603804169652,0.645600222380346,0.00257092259308228,0.00250850298176492,0.610395278161629,0.609202565197062,0.00397472549576501,0.00387654963964142,0.777777777777778,0.962962962962963,27
"FluSight-ensemble",2,0.678295856406636,0.676783705936189,0.00353308493315851,0.0034464119369854,0.700996761069019,0.699356502034236,0.00560124532389995,0.00546459426557567,0.62962962962963,0.962962962962963,27
"FluSight-ensemble",3,0.592576316070989,0.590976803232512,0.00377003049986814,0.00367800293631854,0.401375487484328,0.400307345607116,0.00582810018914824,0.00568762584977964,0.62962962962963,1,27
