"model_id","horizon","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu",0,0.119967934340689,7.43337490766056e-05,0.155515116010618,7.7757558005309e-05,1,1,3
"CFA_Pyrenew-Pyrenew_E_Flu",1,0.222727878354109,0.000259980654752358,0.0177752737190871,1.77752737190871e-05,1,1,3
"CFA_Pyrenew-Pyrenew_HE_Flu",0,0.12489171641118,7.73845908115011e-05,0.160954803247478,8.04774016237391e-05,1,1,3
"CFA_Pyrenew-Pyrenew_HE_Flu",1,0.212653148956988,0.000248220857261035,0.0984472611982312,9.84472611982312e-05,1,1,3
"CMU-TimeSeries",0,0.23180895098757,0.000143631950413412,0.135822431915467,6.79112159577336e-05,1,1,3
"CMU-TimeSeries",1,0.15097961314997,0.000176231996510924,0.0401034659790688,4.01034659790688e-05,1,1,3
"CU-ensemble",0,0.67001798456401,0.000415152173913043,1,5e-04,1,1,3
"CU-ensemble",1,0.421054060368131,0.000491478260869565,0.5,5e-04,1,1,3
"FluSight-baseline",0,1,0.000619613478260869,1,5e-04,1,1,3
"FluSight-baseline",1,1,0.00116725690862561,1,0.001,1,1,3
"FluSight-ensemble",0,0.414936798066443,0.000257100432708377,0.356858301816673,0.000178429150908337,1,1,3
"FluSight-ensemble",1,0.337056110851498,0.000393431073985889,0.356266823318322,0.000356266823318322,1,1,3
"LosAlamos-DoSiDo",0,0.412472201346973,0.000255573335362516,0.356858301816673,0.000178429150908337,1,1,3
"LosAlamos-DoSiDo",1,0.336831863475968,0.000393169319687562,0.356266823318322,0.000356266823318322,1,1,3
"LosAlamos-ThinMint",0,0.833476916154606,0.000516433531068698,1.41982399798047,0.000709911998990235,1,1,3
"LosAlamos-ThinMint",1,0.529810658566768,0.000618425151475544,0.733750282213669,0.00073375028221367,1,1,3
"MOBS-EpyStrain_Flu",0,3.08326860153349,0.0019104347826087,5.6,0.0028,0,1,3
"MOBS-EpyStrain_Flu",1,1.72198595283251,0.00201,3.1,0.0031,0,0,3
"NAU-vulPES",0,0.411154892514542,0.000254757113054909,0.202460395626899,0.00010123019781345,1,1,3
"NAU-vulPES",1,0.32405033107719,0.000378249987692265,0.0103997495783698,1.03997495783698e-05,1,1,3
"NEU_ISI-FluBcast",0,0.73803175686514,0.00045729442393819,1.1988383593426,0.0005994191796713,1,1,3
"NEU_ISI-FluBcast",1,0.433743217152656,0.000506289766790935,0.888048882694799,0.0008880488826948,1,1,3
"UGA_flucast-Copycat",0,0.643314479601943,0.000398606322321741,0.750431716741889,0.000375215858370945,1,1,3
"UGA_flucast-Copycat",1,0.517847196863346,0.000604460718151146,0.426666896857561,0.000426666896857561,1,1,3
"UGA_flucast-INFLAenza",0,0.377747008387974,0.000234057137769911,0.828256479841942,0.000414128239920971,0.5,1,3
"UGA_flucast-INFLAenza",1,0.229623024315911,0.000268029061512253,0.447466396014314,0.000447466396014314,1,1,3
